date,home_team,away_team,home_abbr,away_abbr,arena,home_score,away_score
2023-12-06,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Rocket Mortgage FieldHouse,121,111
2023-12-06,Detroit Pistons,Memphis Grizzlies,DET,MEM,Little Caesars Arena,102,116
2023-12-06,Washington Wizards,Philadelphia 76ers,WAS,PHI,Capital One Arena,126,131
2023-12-06,Toronto Raptors,Miami Heat,TOR,MIA,Scotiabank Arena,103,112
2023-12-06,Atlanta Hawks,Brooklyn Nets,ATL,BKN,State Farm Arena,113,114
2023-12-06,Minnesota Timberwolves,San Antonio Spurs,MIN,SAS,Target Center,102,94
2023-12-06,Chicago Bulls,Charlotte Hornets,CHI,CHA,United Center,111,100
2023-12-06,Houston Rockets,Oklahoma City Thunder,HOU,OKC,Toyota Center,110,101
2023-12-06,Dallas Mavericks,Utah Jazz,DAL,UTA,American Airlines Center,147,97
2023-12-06,Golden State Warriors,Portland Trail Blazers,GSW,POR,Chase Center,110,106
2023-12-06,LA Clippers,Denver Nuggets,LAC,DEN,Crypto.com Arena,111,102
2023-12-07,Milwaukee Bucks,Indiana Pacers,MIL,IND,T-Mobile Arena,119,128
2023-12-07,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP,T-Mobile Arena,133,89
2023-12-08,Charlotte Hornets,Toronto Raptors,CHA,TOR,Spectrum Center,119,116
2023-12-08,Orlando Magic,Detroit Pistons,ORL,DET,Amway Center,123,91
2023-12-08,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,Wells Fargo Center,125,114
2023-12-08,Brooklyn Nets,Washington Wizards,BKN,WAS,Barclays Center,124,97
2023-12-08,Boston Celtics,New York Knicks,BOS,NYK,TD Garden,133,123
2023-12-08,Miami Heat,Cleveland Cavaliers,MIA,CLE,Kaseya Center,99,111
2023-12-08,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,FedExForum,103,127
2023-12-08,Oklahoma City Thunder,Golden State Warriors,OKC,GSW,Paycom Center,138,136
2023-12-08,San Antonio Spurs,Chicago Bulls,SAS,CHI,Frost Bank Center,112,121
2023-12-08,Denver Nuggets,Houston Rockets,DEN,HOU,Ball Arena,106,114
2023-12-08,Phoenix Suns,Sacramento Kings,PHX,SAC,Footprint Center,106,114
2023-12-08,Utah Jazz,LA Clippers,UTA,LAC,Delta Center,103,117
2023-12-08,Portland Trail Blazers,Dallas Mavericks,POR,DAL,Moda Center,112,125
2023-12-09,Los Angeles Lakers,Indiana Pacers,LAL,IND,T-Mobile Arena,123,109
2023-12-11,Charlotte Hornets,Miami Heat,CHA,MIA,Spectrum Center,114,116
2023-12-11,Detroit Pistons,Indiana Pacers,DET,IND,Little Caesars Arena,123,131
2023-12-11,Orlando Magic,Cleveland Cavaliers,ORL,CLE,Amway Center,104,94
2023-12-11,Philadelphia 76ers,Washington Wizards,PHI,WAS,Wells Fargo Center,146,101
2023-12-11,Atlanta Hawks,Denver Nuggets,ATL,DEN,State Farm Arena,122,129
2023-12-11,New York Knicks,Toronto Raptors,NYK,TOR,Madison Square Garden,136,130
2023-12-11,Houston Rockets,San Antonio Spurs,HOU,SAS,Toyota Center,93,82
2023-12-11,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,FedExForum,113,120
2023-12-11,Milwaukee Bucks,Chicago Bulls,MIL,CHI,Fiserv Forum,133,129
2023-12-11,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN,Smoothie King Center,121,107
2023-12-11,Oklahoma City Thunder,Utah Jazz,OKC,UTA,Paycom Center,134,120
2023-12-11,Sacramento Kings,Brooklyn Nets,SAC,BKN,Golden 1 Center,131,118
2023-12-11,LA Clippers,Portland Trail Blazers,LAC,POR,Crypto.com Arena,132,127
2023-12-12,Boston Celtics,Cleveland Cavaliers,BOS,CLE,TD Garden,120,113
2023-12-12,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,American Airlines Center,127,125
2023-12-12,Chicago Bulls,Denver Nuggets,CHI,DEN,United Center,106,114
2023-12-12,Phoenix Suns,Golden State Warriors,PHX,GSW,Footprint Center,119,116
2023-12-12,LA Clippers,Sacramento Kings,LAC,SAC,Crypto.com Arena,119,99
2023-12-13,Detroit Pistons,Philadelphia 76ers,DET,PHI,Little Caesars Arena,111,129
2023-12-13,Washington Wizards,New Orleans Pelicans,WAS,NOP,Capital One Arena,122,142
2023-12-13,Miami Heat,Charlotte Hornets,MIA,CHA,Kaseya Center,115,104
2023-12-13,Toronto Raptors,Atlanta Hawks,TOR,ATL,Scotiabank Arena,135,128
2023-12-13,Houston Rockets,Memphis Grizzlies,HOU,MEM,Toyota Center,117,104
2023-12-13,Milwaukee Bucks,Indiana Pacers,MIL,IND,Fiserv Forum,140,126
2023-12-13,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,Frost Bank Center,119,122
2023-12-13,Phoenix Suns,Brooklyn Nets,PHX,BKN,Footprint Center,112,116
2023-12-13,Utah Jazz,New York Knicks,UTA,NYK,Delta Center,117,113
2023-12-14,Boston Celtics,Cleveland Cavaliers,BOS,CLE,TD Garden,116,107
2023-12-14,Miami Heat,Chicago Bulls,MIA,CHI,Kaseya Center,116,124
2023-12-14,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,American Airlines Center,101,119
2023-12-14,Denver Nuggets,Brooklyn Nets,DEN,BKN,Ball Arena,124,101
2023-12-14,Portland Trail Blazers,Utah Jazz,POR,UTA,Moda Center,114,122
2023-12-14,Sacramento Kings,Oklahoma City Thunder,SAC,OKC,Golden 1 Center,128,123
2023-12-14,LA Clippers,Golden State Warriors,LAC,GSW,Crypto.com Arena,121,113
2023-12-15,Charlotte Hornets,New Orleans Pelicans,CHA,NOP,Spectrum Center,107,112
2023-12-15,Philadelphia 76ers,Detroit Pistons,PHI,DET,Wells Fargo Center,124,92
2023-12-15,Washington Wizards,Indiana Pacers,WAS,IND,Capital One Arena,137,123
2023-12-15,Boston Celtics,Orlando Magic,BOS,ORL,TD Garden,128,111
2023-12-15,Toronto Raptors,Atlanta Hawks,TOR,ATL,Scotiabank Arena,104,125
2023-12-15,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,Frost Bank Center,129,115
2023-12-15,Memphis Grizzlies,Houston Rockets,MEM,HOU,FedExForum,96,103
2023-12-15,Phoenix Suns,New York Knicks,PHX,NYK,Footprint Center,122,139
2023-12-16,Milwaukee Bucks,Detroit Pistons,MIL,DET,Fiserv Forum,146,114
2023-12-16,Charlotte Hornets,Philadelphia 76ers,CHA,PHI,Spectrum Center,82,135
2023-12-16,Cleveland Cavaliers,Atlanta Hawks,CLE,ATL,Rocket Mortgage FieldHouse,127,119
2023-12-16,Miami Heat,Chicago Bulls,MIA,CHI,Kaseya Center,118,116
2023-12-16,Minnesota Timberwolves,Indiana Pacers,MIN,IND,Target Center,127,109
2023-12-16,Golden State Warriors,Brooklyn Nets,GSW,BKN,Chase Center,124,120
2023-12-16,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,Ball Arena,117,118
2023-12-16,Portland Trail Blazers,Dallas Mavericks,POR,DAL,Moda Center,120,131
2023-12-16,Sacramento Kings,Utah Jazz,SAC,UTA,Golden 1 Center,125,104
2023-12-16,LA Clippers,New York Knicks,LAC,NYK,Crypto.com Arena,144,122
2023-12-17,Boston Celtics,Orlando Magic,BOS,ORL,TD Garden,114,97
2023-12-17,San Antonio Spurs,New Orleans Pelicans,SAS,NOP,Frost Bank Center,110,146
2023-12-17,Milwaukee Bucks,Houston Rockets,MIL,HOU,Fiserv Forum,128,119
2023-12-17,Phoenix Suns,Washington Wizards,PHX,WAS,Footprint Center,112,108
2023-12-17,Portland Trail Blazers,Golden State Warriors,POR,GSW,Moda Center,114,118
2023-12-18,Cleveland Cavaliers,Houston Rockets,CLE,HOU,Rocket Mortgage FieldHouse,135,130
2023-12-18,Indiana Pacers,LA Clippers,IND,LAC,Gainbridge Fieldhouse,127,151
2023-12-18,Philadelphia 76ers,Chicago Bulls,PHI,CHI,Wells Fargo Center,104,108
2023-12-18,Atlanta Hawks,Detroit Pistons,ATL,DET,State Farm Arena,130,124
2023-12-18,Miami Heat,Minnesota Timberwolves,MIA,MIN,Kaseya Center,108,112
2023-12-18,Toronto Raptors,Charlotte Hornets,TOR,CHA,Scotiabank Arena,114,99
2023-12-18,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,Paycom Center,116,97
2023-12-18,Denver Nuggets,Dallas Mavericks,DEN,DAL,Ball Arena,130,104
2023-12-18,Utah Jazz,Brooklyn Nets,UTA,BKN,Delta Center,125,108
2023-12-18,Sacramento Kings,Washington Wizards,SAC,WAS,Golden 1 Center,143,131
2023-12-18,Los Angeles Lakers,New York Knicks,LAL,NYK,Crypto.com Arena,109,114
2023-12-19,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM,Smoothie King Center,113,115
2023-12-19,Milwaukee Bucks,San Antonio Spurs,MIL,SAS,Fiserv Forum,132,119
2023-12-19,Golden State Warriors,Boston Celtics,GSW,BOS,Chase Center,132,126
2023-12-19,Portland Trail Blazers,Phoenix Suns,POR,PHX,Moda Center,109,104
2023-12-20,Cleveland Cavaliers,Utah Jazz,CLE,UTA,Rocket Mortgage FieldHouse,124,116
2023-12-20,Indiana Pacers,Charlotte Hornets,IND,CHA,Gainbridge Fieldhouse,144,113
2023-12-20,Orlando Magic,Miami Heat,ORL,MIA,Kia Center,106,115
2023-12-20,Philadelphia 76ers,Minnesota Timberwolves,PHI,MIN,Wells Fargo Center,127,113
2023-12-20,Brooklyn Nets,New York Knicks,BKN,NYK,Barclays Center,102,121
2023-12-20,Toronto Raptors,Denver Nuggets,TOR,DEN,Scotiabank Arena,104,113
2023-12-20,Chicago Bulls,Los Angeles Lakers,CHI,LAL,United Center,124,108
2023-12-20,Houston Rockets,Atlanta Hawks,HOU,ATL,Toyota Center,127,134
2023-12-20,Dallas Mavericks,LA Clippers,DAL,LAC,American Airlines Center,111,120
2023-12-20,Sacramento Kings,Boston Celtics,SAC,BOS,Golden 1 Center,119,144
2023-12-21,Detroit Pistons,Utah Jazz,DET,UTA,Little Caesars Arena,111,119
2023-12-21,Cleveland Cavaliers,New Orleans Pelicans,CLE,NOP,Rocket Mortgage FieldHouse,104,123
2023-12-21,Chicago Bulls,San Antonio Spurs,CHI,SAS,United Center,114,95
2023-12-21,Memphis Grizzlies,Indiana Pacers,MEM,IND,FedExForum,116,103
2023-12-21,Milwaukee Bucks,Orlando Magic,MIL,ORL,Fiserv Forum,118,114
2023-12-21,Oklahoma City Thunder,LA Clippers,OKC,LAC,Paycom Center,134,115
2023-12-21,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,Target Center,118,111
2023-12-21,Portland Trail Blazers,Washington Wizards,POR,WAS,Moda Center,117,118
2023-12-22,Philadelphia 76ers,Toronto Raptors,PHI,TOR,Wells Fargo Center,121,111
2023-12-22,Brooklyn Nets,Denver Nuggets,BKN,DEN,Barclays Center,117,122
2023-12-22,Miami Heat,Atlanta Hawks,MIA,ATL,Kaseya Center,122,113
2023-12-22,Houston Rockets,Dallas Mavericks,HOU,DAL,Toyota Center,122,96
2023-12-22,Golden State Warriors,Washington Wizards,GSW,WAS,Chase Center,129,118
2023-12-22,Sacramento Kings,Phoenix Suns,SAC,PHX,Golden 1 Center,120,105
2023-12-23,New York Knicks,Milwaukee Bucks,NYK,MIL,Madison Square Garden,111,130
2023-12-23,LA Clippers,Boston Celtics,LAC,BOS,Crypto.com Arena,108,145
2023-12-23,Charlotte Hornets,Denver Nuggets,CHA,DEN,Spectrum Center,95,102
2023-12-23,Indiana Pacers,Orlando Magic,IND,ORL,Gainbridge Fieldhouse,110,117
2023-12-23,New Orleans Pelicans,Houston Rockets,NOP,HOU,Smoothie King Center,104,106
2023-12-23,Atlanta Hawks,Memphis Grizzlies,ATL,MEM,State Farm Arena,119,125
2023-12-23,Brooklyn Nets,Detroit Pistons,BKN,DET,Barclays Center,126,115
2023-12-23,Toronto Raptors,Utah Jazz,TOR,UTA,Scotiabank Arena,119,126
2023-12-23,Chicago Bulls,Cleveland Cavaliers,CHI,CLE,United Center,95,109
2023-12-23,Oklahoma City Thunder,Los Angeles Lakers,OKC,LAL,Paycom Center,120,129
2023-12-23,Dallas Mavericks,San Antonio Spurs,DAL,SAS,American Airlines Center,144,119
2023-12-23,Golden State Warriors,Portland Trail Blazers,GSW,POR,Chase Center,126,106
2023-12-23,Sacramento Kings,Minnesota Timberwolves,SAC,MIN,Golden 1 Center,98,110
2023-12-25,New York Knicks,Milwaukee Bucks,NYK,MIL,Madison Square Garden,129,122
2023-12-25,Denver Nuggets,Golden State Warriors,DEN,GSW,Ball Arena,120,114
2023-12-25,Los Angeles Lakers,Boston Celtics,LAL,BOS,Crypto.com Arena,115,126
2023-12-25,Miami Heat,Philadelphia 76ers,MIA,PHI,Kaseya Center,119,113
2023-12-25,Phoenix Suns,Dallas Mavericks,PHX,DAL,Footprint Center,114,128
2023-12-26,Detroit Pistons,Brooklyn Nets,DET,BKN,Little Caesars Arena,112,118
2023-12-26,Washington Wizards,Orlando Magic,WAS,ORL,Capital One Arena,119,127
2023-12-26,Chicago Bulls,Atlanta Hawks,CHI,ATL,United Center,118,113
2023-12-26,Houston Rockets,Indiana Pacers,HOU,IND,Toyota Center,117,123
2023-12-26,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM,Smoothie King Center,115,116
2023-12-26,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,Paycom Center,129,106
2023-12-26,San Antonio Spurs,Utah Jazz,SAS,UTA,Frost Bank Center,118,130
2023-12-26,Portland Trail Blazers,Sacramento Kings,POR,SAC,Moda Center,130,113
2023-12-26,LA Clippers,Charlotte Hornets,LAC,CHA,Crypto.com Arena,113,104
2023-12-27,Orlando Magic,Philadelphia 76ers,ORL,PHI,Kia Center,92,112
2023-12-27,Washington Wizards,Toronto Raptors,WAS,TOR,Capital One Arena,102,132
2023-12-27,Brooklyn Nets,Milwaukee Bucks,BKN,MIL,Barclays Center,122,144
2023-12-27,Houston Rockets,Phoenix Suns,HOU,PHX,Toyota Center,113,129
2023-12-27,Oklahoma City Thunder,New York Knicks,OKC,NYK,Paycom Center,129,120
2023-12-27,Dallas Mavericks,Cleveland Cavaliers,DAL,CLE,American Airlines Center,110,113
2023-12-28,Boston Celtics,Detroit Pistons,BOS,DET,TD Garden,128,122
2023-12-28,Chicago Bulls,Indiana Pacers,CHI,IND,United Center,104,120
2023-12-28,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,Target Center,118,110
2023-12-28,New Orleans Pelicans,Utah Jazz,NOP,UTA,Smoothie King Center,112,105
2023-12-28,Denver Nuggets,Memphis Grizzlies,DEN,MEM,Ball Arena,142,105
2023-12-28,Golden State Warriors,Miami Heat,GSW,MIA,Chase Center,102,114
2023-12-28,Portland Trail Blazers,San Antonio Spurs,POR,SAS,Moda Center,105,118
2023-12-28,Los Angeles Lakers,Charlotte Hornets,LAL,CHA,Crypto.com Arena,133,112
2023-12-29,Orlando Magic,New York Knicks,ORL,NYK,Kia Center,117,108
2023-12-29,Washington Wizards,Brooklyn Nets,WAS,BKN,Capital One Arena,110,104
2023-12-29,Atlanta Hawks,Sacramento Kings,ATL,SAC,State Farm Arena,110,117
2023-12-29,Boston Celtics,Toronto Raptors,BOS,TOR,TD Garden,120,118
2023-12-29,Cleveland Cavaliers,Milwaukee Bucks,CLE,MIL,Rocket Mortgage FieldHouse,111,119
2023-12-29,Houston Rockets,Philadelphia 76ers,HOU,PHI,Toyota Center,127,131
2023-12-29,Denver Nuggets,Oklahoma City Thunder,DEN,OKC,Ball Arena,93,119
2023-12-29,Phoenix Suns,Charlotte Hornets,PHX,CHA,Footprint Center,133,119
2023-12-29,Portland Trail Blazers,San Antonio Spurs,POR,SAS,Moda Center,134,128
2023-12-29,LA Clippers,Memphis Grizzlies,LAC,MEM,Crypto.com Arena,117,106
2023-12-30,Utah Jazz,Miami Heat,UTA,MIA,Delta Center,117,109
2023-12-30,Detroit Pistons,Toronto Raptors,DET,TOR,Little Caesars Arena,129,127
2023-12-30,Indiana Pacers,New York Knicks,IND,NYK,Gainbridge Fieldhouse,140,126
2023-12-30,Chicago Bulls,Philadelphia 76ers,CHI,PHI,United Center,105,92
2023-12-30,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,Target Center,108,106
2023-12-30,Golden State Warriors,Dallas Mavericks,GSW,DAL,Chase Center,122,132
2023-12-31,Washington Wizards,Atlanta Hawks,WAS,ATL,Capital One Arena,126,130
2023-12-31,New Orleans Pelicans,Los Angeles Lakers,NOP,LAL,Smoothie King Center,129,109
2023-12-31,Oklahoma City Thunder,Brooklyn Nets,OKC,BKN,Paycom Center,124,108
2023-12-31,San Antonio Spurs,Boston Celtics,SAS,BOS,Frost Bank Center,101,134
2023-12-31,Memphis Grizzlies,Sacramento Kings,MEM,SAC,FedExForum,92,123
2023-12-31,Phoenix Suns,Orlando Magic,PHX,ORL,Footprint Center,112,107
